54 2 0 3 0.00 0 0.00
0 2093.53d0 0.14d0 0
0 2228.95d0 0.10d0 0
0 2363.03d0 0.07d0 0
0 2496.29d0 0.07d0 0
0 2629.84d0 0.06d0 0
0 2764.32d0 0.05d0 0
0 2899.11d0 0.04d0 0
0 3033.92d0 0.04d0 0
0 3168.94d0 0.05d0 0
0 3303.73d0 0.06d0 0
0 3439.17d0 0.10d0 0
0 3575.23d0 0.15d0 0
0 3711.60d0 0.26d0 0
0 3848.20d0 0.50d0 0
0 3984.79d0 0.65d0 0
1 2156.91d0 0.08d0 0
1 2292.05d0 0.09d0 0
1 2425.82d0 0.09d0 0
1 2559.31d0 0.06d0 0
1 2693.56d0 0.06d0 0
1 2828.36d0 0.05d0 0
1 2963.45d0 0.05d0 0
1 3098.39d0 0.05d0 0
1 3233.40d0 0.05d0 0
1 3368.88d0 0.08d0 0
1 3504.50d0 0.09d0 0
1 3640.95d0 0.16d0 0
1 3777.21d0 0.20d0 0
1 3913.93d0 0.36d0 0
1 4051.51d0 0.61d0 0
2 2082.35d0 0.55d0 0
2 2217.71d0 0.26d0 0
2 2352.32d0 0.14d0 0
2 2486.11d0 0.13d0 0
2 2619.87d0 0.08d0 0
2 2754.72d0 0.07d0 0
2 2889.66d0 0.06d0 0
2 3024.81d0 0.07d0 0
2 3160.05d0 0.07d0 0
2 3295.05d0 0.09d0 0
2 3430.88d0 0.14d0 0
2 3566.95d0 0.24d0 0
2 3703.70d0 0.32d0 0
2 3840.90d0 0.64d0 0
2 3977.52d0 0.87d0 0
3 2541.91d0 0.53d0 0
3 2676.26d0 0.41d0 0
3 2811.32d0 0.30d0 0
3 2947.10d0 0.16d0 0
3 3082.24d0 0.26d0 0
3 3218.03d0 0.16d0 0
3 3352.91d0 0.34d0 0
3 3489.33d0 0.43d0 0
3 3625.71d0 0.64d0 0
T 5777.d0 50.d0 0
G 4.44d0 0.10d0 0
M 0.00d0 0.09d0 0
L 1.0d0 0.03d0 0
